id,username,text,likes,retweets,replies,total_interactions,post_date_iso,text_length,word_count,sentiment_label,link
11,HolinkaPis,Izabela Bodnar przegrywa przed sądem. Chodzi o wysypisko śmieci. wydarzenia.interia.pl/wybory…,0,13,0,13,25-09-25,94,10,,https://nitter.net/HolinkaPis/status/1971224992642985997#m
12,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293637444256129#m
13,KrzysztofKontek,"Po uchwale Izby Pracy uznającej wyroki IKNiSP za niebyłe, teraz trzeba zrobić kolejny krok i uchwalić wprost, że wybory prezydenckie są nieważne. Później dać lokatorom Pałacu 24 h na grzeczne wyprowadzenie się. Jedyny słaby punkt tego procesu to Tusk - że znowu obleci go cykor.",23,152,278,453,25-09-25,278,45,,https://nitter.net/KrzysztofKontek/status/1971115993436127298#m
14,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293584734421139#m
15,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293547879084470#m
16,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293507697639509#m
17,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293452106375499#m
18,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293412675682677#m
19,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,1,0,1,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971289487386009906#m
20,tomasz_us,"Tak samo każde inne wybory. Problem polega na tym że kadencje poprzedników się pokończyły, więc nie ma kto zwołać kolejnych wyborów do tych organów.",0,0,0,0,25-09-25,148,24,,https://nitter.net/tomasz_us/status/1971293270509748236#m
21,janusz_j_k,Pod niemieckim naporem Miliardy wypływają z Polski Szybkie wybory i rząd @MorawieckiM,0,0,0,0,25-09-25,85,12,,https://nitter.net/janusz_j_k/status/1971293193473003810#m
22,ConnorM85590330,"Ja już mam wyjechane…. Zaczynam rozmieć pewne informacje… Tusk nie rozlicza, bo jest ułożony, odda władzę Sikorskiemu, jak to zrobił z Kopacz, bo wie że KO przepierdzieli najbliższe wybory. Zastanawiam się jedynie nad jednym… Co na niego mają, że tak się zachowuje⁉️ Bo niemal wszystko o nim wiemy, choć nie wiemy, co na Tuska miał Lepper, który wspominał o tym z mównicy sejmowej, ale te papiery mają ci, co widzieli go ostatni.",0,0,1,1,25-09-25,429,72,,https://nitter.net/ConnorM85590330/status/1971293147452813605#m
23,AwAdamiak,Konferencja Hołownia. Zapytam ja bo dziennikarze nie pytają. Zaprzysiągł Pan Nawrockiego na prezydenta nie wiedząc ile dostał głosów. Dlaczego? I drugie pytanie. Czy odbyły się kiedykolwiek w Polsce a nawet w świecie wybory w których podano kto wygrał nie podając wyniku?,16,472,169,657,24-09-25,271,41,,https://nitter.net/AwAdamiak/status/1970817801322680515#m
24,Sylwia1181,"Niestety, ostatnie wybory za bardzo pokazują betonizacje narodu 🤣, więc pójść głosować, czy nie pójść do urny to samo g.... Dopóki żyją starzy wyjadacze, lepiej nie będzie w tym pięknym kraju Polska 😁🙄🇵🇱",0,0,0,0,25-09-25,203,33,,https://nitter.net/Sylwia1181/status/1971292899574001942#m
25,JanMolskiIII,"W związku z dzisiejszą decyzją Izby Pracy Sądu Najwyższego chciałbym poinformować, że wybory z roku 2023 są nieważne, podobnie jak dymisja rządu Mateusza Morawieckiego oraz powołanie na urząd Premiera Donalda Tuska. Oznacza to, że Mateusz Morawiecki wciąż pozostaje legalnie urzędującym Prezesem Rady Ministrów, natomiast Donald Tusk jest uzurpatorem, który w świetle prawa przestaje być legalnym szefem rządu. Wszystkie jego dotychczasowe działania i decyzje (licząc od 13 grudnia) tracą moc prawną. Donald Tusk nie jest moim Premierem, a wybory z roku 2023 trzeba natychmiast powtórzyć! Dobranoc.",16,515,217,748,24-09-25,598,85,,https://nitter.net/JanMolskiIII/status/1970952124205797666#m
26,dietamix1967,Panie Hołownia to kto kurwa pojechał do onz-u kto pojechał do Ameryki to jest ten człowiek który siedzi kurwa w pałacu prezydenckim i mam kurwa jest ja się pytam co wyście kurwa narobili i teraz to kurwa odkręcajcie mam to w dupie przeliczyć głosowo zrobić jeszcze raz wybory 🤮🤮,1,91,78,170,24-09-25,278,49,,https://nitter.net/dietamix1967/status/1970892353910046984#m
27,adam_abramczyk,Jest jeszcze jeden słaby punkt tej sprytnej operacji. Nawrocki wygra powtórzone wybory w pierwszej turze.,7,60,155,222,25-09-25,105,15,,https://nitter.net/adam_abramczyk/status/1971142818921054278#m
28,Yosemite4Truth,"No i przez ten Campus i symetryzowanie, przeyebaliscie wybory. Amatorszczyzna polityczna ++. Szkoda Polski. Polska czekala na rozliczenia a nie na symetryczne pierdolo. Wypad!",0,0,0,0,25-09-25,175,24,,https://nitter.net/Yosemite4Truth/status/1971108023897817108#m
29,MarekWidmo,"Gdyby w jakiś cudowny sposób wybory prezydenckie miały się odbyć w najbliższą niedzielę, kto powinien być kandydatem Koalicji Obywatelskiej?",0,2,0,2,25-09-25,140,19,,https://nitter.net/MarekWidmo/status/1971290289861226546#m
30,5BWAK,"Więc przygłupie wybory do Sejmu i Senatu są nieważne 😁,a rudy jest w czarnej dupie. Ty debil jesteś od urodzenia czy nabyleś to dobrodziejstwa 🤣🤣",0,2,0,2,25-09-25,145,25,,https://nitter.net/5BWAK/status/1971152181068955732#m
31,Amenus_Alt,"Geniuszu, Tusk przegra wybory i będzie rząd (niestety) PiS-Konf. Zobaczymy. Zatem, jeśli już tak zakładasz to czemu próbujesz odwołać prezydenta? Skoro i tak PiS przejmie władzę. I Pan co tutaj wszystko podał to jest fanaberia oraz mity. Folia z głów! 5G może szkodzi 🫢",0,0,0,0,25-09-25,269,44,,https://nitter.net/Amenus_Alt/status/1971291846258352460#m
32,Tadeusz41411664,"Co to znaczy, że można wypisać dziecko z jakiegoś przedmiotu. Co to jest za rządzenie? Po cholerę nam taki rząd, co wszystko uzależnia od widzimisię obywateli? Od widzimisię obywatele mają wybory,a póki co mają się stosować do postanowień rządu. Do następnych wyborów.",0,0,0,0,25-09-25,268,42,,https://nitter.net/Tadeusz41411664/status/1971291835609084273#m
33,analfabetazkrz,"i o to chodzi. Trzeba powtórzyć: bezrobocie młodych, szparagi, aupair ... Po to były ostatnie wybory do sejmu",0,0,0,0,25-09-25,109,18,,https://nitter.net/analfabetazkrz/status/1971291620575510793#m
34,janusz_j_k,Toniemy natychmiastowe wybory i rząd @MorawieckiM,0,0,0,0,25-09-25,49,6,,https://nitter.net/janusz_j_k/status/1971291433652060302#m
35,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294201250971787#m
36,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294096179462396#m
37,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,1,0,1,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293768214360143#m
38,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294018035478570#m
39,AwAdamiak,Konferencja Hołownia. Zapytam ja bo dziennikarze nie pytają. Zaprzysiągł Pan Nawrockiego na prezydenta nie wiedząc ile dostał głosów. Dlaczego? I drugie pytanie. Czy odbyły się kiedykolwiek w Polsce a nawet w świecie wybory w których podano kto wygrał nie podając wyniku?,16,472,169,657,24-09-25,271,41,,https://nitter.net/AwAdamiak/status/1970817801322680515#m
40,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293964990021779#m
41,TenPolityk,Kto powinien być prezydentem Warszawy? #sonda #wybory,0,14,1,15,25-09-25,53,7,,https://nitter.net/TenPolityk/status/1971128775598539025#m
42,JanMolskiIII,"W związku z dzisiejszą decyzją Izby Pracy Sądu Najwyższego chciałbym poinformować, że wybory z roku 2023 są nieważne, podobnie jak dymisja rządu Mateusza Morawieckiego oraz powołanie na urząd Premiera Donalda Tuska. Oznacza to, że Mateusz Morawiecki wciąż pozostaje legalnie urzędującym Prezesem Rady Ministrów, natomiast Donald Tusk jest uzurpatorem, który w świetle prawa przestaje być legalnym szefem rządu. Wszystkie jego dotychczasowe działania i decyzje (licząc od 13 grudnia) tracą moc prawną. Donald Tusk nie jest moim Premierem, a wybory z roku 2023 trzeba natychmiast powtórzyć! Dobranoc.",16,515,217,748,24-09-25,598,85,,https://nitter.net/JanMolskiIII/status/1970952124205797666#m
43,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293883473821835#m
44,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293835314774183#m
45,HolinkaPis,Izabela Bodnar przegrywa przed sądem. Chodzi o wysypisko śmieci. wydarzenia.interia.pl/wybory…,0,13,0,13,25-09-25,94,10,,https://nitter.net/HolinkaPis/status/1971224992642985997#m
46,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293637444256129#m
47,KrzysztofKontek,"Po uchwale Izby Pracy uznającej wyroki IKNiSP za niebyłe, teraz trzeba zrobić kolejny krok i uchwalić wprost, że wybory prezydenckie są nieważne. Później dać lokatorom Pałacu 24 h na grzeczne wyprowadzenie się. Jedyny słaby punkt tego procesu to Tusk - że znowu obleci go cykor.",23,152,279,454,25-09-25,278,45,,https://nitter.net/KrzysztofKontek/status/1971115993436127298#m
48,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293584734421139#m
49,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293547879084470#m
50,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293507697639509#m
51,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293452106375499#m
52,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293412675682677#m
53,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,1,0,1,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971289487386009906#m
54,tomasz_us,"Tak samo każde inne wybory. Problem polega na tym że kadencje poprzedników się pokończyły, więc nie ma kto zwołać kolejnych wyborów do tych organów.",0,0,0,0,25-09-25,148,24,,https://nitter.net/tomasz_us/status/1971293270509748236#m
55,janusz_j_k,Pod niemieckim naporem Miliardy wypływają z Polski Szybkie wybory i rząd @MorawieckiM,0,0,0,0,25-09-25,85,12,,https://nitter.net/janusz_j_k/status/1971293193473003810#m
56,ConnorM85590330,"Ja już mam wyjechane…. Zaczynam rozmieć pewne informacje… Tusk nie rozlicza, bo jest ułożony, odda władzę Sikorskiemu, jak to zrobił z Kopacz, bo wie że KO przepierdzieli najbliższe wybory. Zastanawiam się jedynie nad jednym… Co na niego mają, że tak się zachowuje⁉️ Bo niemal wszystko o nim wiemy, choć nie wiemy, co na Tuska miał Lepper, który wspominał o tym z mównicy sejmowej, ale te papiery mają ci, co widzieli go ostatni.",0,0,1,1,25-09-25,429,72,,https://nitter.net/ConnorM85590330/status/1971293147452813605#m
57,AwAdamiak,Konferencja Hołownia. Zapytam ja bo dziennikarze nie pytają. Zaprzysiągł Pan Nawrockiego na prezydenta nie wiedząc ile dostał głosów. Dlaczego? I drugie pytanie. Czy odbyły się kiedykolwiek w Polsce a nawet w świecie wybory w których podano kto wygrał nie podając wyniku?,16,472,169,657,24-09-25,271,41,,https://nitter.net/AwAdamiak/status/1970817801322680515#m
58,Sylwia1181,"Niestety, ostatnie wybory za bardzo pokazują betonizacje narodu 🤣, więc pójść głosować, czy nie pójść do urny to samo g.... Dopóki żyją starzy wyjadacze, lepiej nie będzie w tym pięknym kraju Polska 😁🙄🇵🇱",0,0,0,0,25-09-25,203,33,,https://nitter.net/Sylwia1181/status/1971292899574001942#m
59,JanMolskiIII,"W związku z dzisiejszą decyzją Izby Pracy Sądu Najwyższego chciałbym poinformować, że wybory z roku 2023 są nieważne, podobnie jak dymisja rządu Mateusza Morawieckiego oraz powołanie na urząd Premiera Donalda Tuska. Oznacza to, że Mateusz Morawiecki wciąż pozostaje legalnie urzędującym Prezesem Rady Ministrów, natomiast Donald Tusk jest uzurpatorem, który w świetle prawa przestaje być legalnym szefem rządu. Wszystkie jego dotychczasowe działania i decyzje (licząc od 13 grudnia) tracą moc prawną. Donald Tusk nie jest moim Premierem, a wybory z roku 2023 trzeba natychmiast powtórzyć! Dobranoc.",16,515,217,748,24-09-25,598,85,,https://nitter.net/JanMolskiIII/status/1970952124205797666#m
60,dietamix1967,Panie Hołownia to kto kurwa pojechał do onz-u kto pojechał do Ameryki to jest ten człowiek który siedzi kurwa w pałacu prezydenckim i mam kurwa jest ja się pytam co wyście kurwa narobili i teraz to kurwa odkręcajcie mam to w dupie przeliczyć głosowo zrobić jeszcze raz wybory 🤮🤮,1,91,78,170,24-09-25,278,49,,https://nitter.net/dietamix1967/status/1970892353910046984#m
61,adam_abramczyk,Jest jeszcze jeden słaby punkt tej sprytnej operacji. Nawrocki wygra powtórzone wybory w pierwszej turze.,7,60,155,222,25-09-25,105,15,,https://nitter.net/adam_abramczyk/status/1971142818921054278#m
62,Yosemite4Truth,"No i przez ten Campus i symetryzowanie, przeyebaliscie wybory. Amatorszczyzna polityczna ++. Szkoda Polski. Polska czekala na rozliczenia a nie na symetryczne pierdolo. Wypad!",0,0,0,0,25-09-25,175,24,,https://nitter.net/Yosemite4Truth/status/1971108023897817108#m
63,MarekWidmo,"Gdyby w jakiś cudowny sposób wybory prezydenckie miały się odbyć w najbliższą niedzielę, kto powinien być kandydatem Koalicji Obywatelskiej?",0,2,0,2,25-09-25,140,19,,https://nitter.net/MarekWidmo/status/1971290289861226546#m
64,5BWAK,"Więc przygłupie wybory do Sejmu i Senatu są nieważne 😁,a rudy jest w czarnej dupie. Ty debil jesteś od urodzenia czy nabyleś to dobrodziejstwa 🤣🤣",0,2,0,2,25-09-25,145,25,,https://nitter.net/5BWAK/status/1971152181068955732#m
65,Amenus_Alt,"Geniuszu, Tusk przegra wybory i będzie rząd (niestety) PiS-Konf. Zobaczymy. Zatem, jeśli już tak zakładasz to czemu próbujesz odwołać prezydenta? Skoro i tak PiS przejmie władzę. I Pan co tutaj wszystko podał to jest fanaberia oraz mity. Folia z głów! 5G może szkodzi 🫢",0,0,0,0,25-09-25,269,44,,https://nitter.net/Amenus_Alt/status/1971291846258352460#m
66,Tadeusz41411664,"Co to znaczy, że można wypisać dziecko z jakiegoś przedmiotu. Co to jest za rządzenie? Po cholerę nam taki rząd, co wszystko uzależnia od widzimisię obywateli? Od widzimisię obywatele mają wybory,a póki co mają się stosować do postanowień rządu. Do następnych wyborów.",0,0,0,0,25-09-25,268,42,,https://nitter.net/Tadeusz41411664/status/1971291835609084273#m
67,analfabetazkrz,"i o to chodzi. Trzeba powtórzyć: bezrobocie młodych, szparagi, aupair ... Po to były ostatnie wybory do sejmu",0,0,0,0,25-09-25,109,18,,https://nitter.net/analfabetazkrz/status/1971291620575510793#m
68,janusz_j_k,Toniemy natychmiastowe wybory i rząd @MorawieckiM,0,0,0,0,25-09-25,49,6,,https://nitter.net/janusz_j_k/status/1971291433652060302#m
69,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294336227979467#m
70,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,1,0,1,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294096179462396#m
71,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294201250971787#m
72,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,1,0,1,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971293768214360143#m
73,Wojciec59832415,Nawet Giertych mówiąc prezydent zaprzysiężony i po sprawie się myli. Konstytucja nakazuje orzeczenie ważność wyborów jeżeli go nie ma zgodnie z wyrokiem Izby Pracy wybory nieważne trzeba więc je powtórzyć. Uważam że Tusk bez problemu zostanie wybrany na prezydenta.,0,0,0,0,25-09-25,265,39,,https://nitter.net/Wojciec59832415/status/1971294018035478570#m
74,AwAdamiak,Konferencja Hołownia. Zapytam ja bo dziennikarze nie pytają. Zaprzysiągł Pan Nawrockiego na prezydenta nie wiedząc ile dostał głosów. Dlaczego? I drugie pytanie. Czy odbyły się kiedykolwiek w Polsce a nawet w świecie wybory w których podano kto wygrał nie podając wyniku?,16,472,169,657,24-09-25,271,41,,https://nitter.net/AwAdamiak/status/1970817801322680515#m
